chrom	start	end	pas	score	strand	polyAsite_exon_idx	nr_polyAsites_on_exon	exon	gene	M323K_WT_1	M323K_HOM_1	M323K_WT_2	M323K_HOM_2	M323K_WT_3	M323K_HOM_3	M323K_WT_4	M323K_HOM_4	M323K_WT_1	M323K_HOM_5
chr7	59288962	59288963	chr7:+:59288963:TE	1	+	1	2	ENSMUST00000202945:9:9:59288706:59289819	ENSMUST00000202945	16.045222	10.528013	13.531614	12.485745	13.487126	11.072751	14.013477	12.935121	16.045222	13.020756
chr7	59289817	59289821	chr7:+:59289818:TE	3	+	2	2	ENSMUST00000202945:9:9:59288706:59289819	ENSMUST00000202945	0.377318	0.201039	0.071385	0.200341	0.263344	0.304873	0.040663	0.308331	0.377318	0.257017
chr5	27726453	27726504	chr5:+:27726481:TE	3	+	1	2	ENSMUST00000101471:26:26:27725604:27727500	ENSMUST00000101471	261.115626	331.263523	244.089748	321.768599	301.082619	381.672883	367.356929	383.217489	261.115626	309.154739
chr5	27727483	27727507	chr5:+:27727500:TE	7	+	2	2	ENSMUST00000101471:26:26:27725604:27727500	ENSMUST00000101471	157.794888	166.925241	157.405534	159.503457	128.170135	153.799018	165.551673	166.462869	157.794888	169.799108
chr10	80541653	80541685	chr10:-:80541661:TE	9	-	1	2	ENSMUST00000182682:7:7:80540921:80542824	ENSMUST00000182682	13.155518	20.543945	10.180729	23.687587	27.635876	32.193439	28.014247	28.252417	13.155518	17.784288
chr10	80540915	80540945	chr10:-:80540926:TE	9	-	2	2	ENSMUST00000182682:7:7:80540921:80542824	ENSMUST00000182682	1.663421	4.339415	2.223426	2.158509	2.145926	2.754872	3.006519	3.611275	1.663421	3.105988
chrX	101601014	101601052	chrX:+:101601052:TE	9	+	1	2	ENSMUST00000101341:41:41:101599308:101601789	ENSMUST00000101341	106.923666	122.952627	95.330171	113.545747	86.513916	111.750482	99.936882	118.832056	106.923666	121.723811
chrX	101601549	101601550	chrX:+:101601550:TE	1	+	2	2	ENSMUST00000101341:41:41:101599308:101601789	ENSMUST00000101341	5.864536	3.298183	3.47056	4.080055	5.689099	3.697039	5.464087	4.774908	5.864536	4.184154
chrX	102514857	102514872	chrX:-:102514872:TE	3	-	1	2	ENSMUST00000120270:32:32:102513974:102516215	ENSMUST00000120270	58.891532	35.483444	33.876276	24.891785	37.527596	52.27095	47.166508	35.633356	58.891532	32.179433
chrX	102513935	102513987	chrX:-:102513958:TE	7	-	2	2	ENSMUST00000120270:32:32:102513974:102516215	ENSMUST00000120270	116.467053	95.207301	69.417497	87.102937	72.373872	110.887289	75.175673	96.820175	116.467053	94.972235
chr6	87054897	87054930	chr6:+:87054919:TE	6	+	1	2	ENSMUST00000113657:4:4:87054600:87055424	ENSMUST00000113657	23.145244	22.584684	21.058509	18.46796	18.133731	18.709257	23.919994	18.330915	23.145244	20.249911
chr6	87055423	87055425	chr6:+:87055425:TE	3	+	2	2	ENSMUST00000113657:4:4:87054600:87055424	ENSMUST00000113657	0.03221	0.113796	0.272942	0.152948	0.315577	0.242429	0.094033	0.35268	0.03221	0.074056
chr4	117004154	117004196	chr4:+:117004179:TE	9	+	1	2	ENSMUST00000050067:21:21:117003281:117005277	ENSMUST00000050067	16.040621	15.119676	16.027982	17.140972	19.768205	17.840554	19.92994	19.017268	16.040621	16.211691
chr4	117005252	117005290	chr4:+:117005270:TE	8	+	2	2	ENSMUST00000050067:21:21:117003281:117005277	ENSMUST00000050067	9.495072	9.60437	6.804649	8.911927	8.178896	9.485944	9.690495	10.36288	9.495072	9.679531
chr4	44036807	44036854	chr4:-:44036829:TE	9	-	1	2	ENSMUST00000030201:12:12:44034074:44037353	ENSMUST00000030201	3.731768	5.118917	2.576151	7.643103	11.099619	12.712818	8.206296	13.581349	3.731768	3.8313
chr4	44034262	44034265	chr4:-:44034263:TE	2	-	2	2	ENSMUST00000030201:12:12:44034074:44037353	ENSMUST00000030201	6.474226	7.438456	5.232084	6.436751	6.233198	7.307758	6.521324	7.239444	6.474226	6.834917
chr17	6085059	6085082	chr17:+:6085082:TE	9	+	1	2	ENSMUST00000039487:3:3:6084471:6086517	ENSMUST00000039487	103.994849	104.576493	98.790233	104.812618	91.669798	89.055843	98.007932	101.635208	103.994849	106.304954
chr17	6086513	6086514	chr17:+:6086514:TE	2	+	2	2	ENSMUST00000039487:3:3:6084471:6086517	ENSMUST00000039487	16.822865	10.825779	15.807529	9.816691	14.89743	10.802773	18.056902	11.986898	16.822865	12.678792
chr2	181515358	181515391	chr2:+:181515384:TE	9	+	1	3	ENSMUST00000000844:7:7:181515079:181517371	ENSMUST00000000844	159.375483	144.460043	182.871003	139.238894	123.456061	177.369707	169.483274	156.866592	159.375483	153.273769
chr2	181515745	181515792	chr2:+:181515774:TE	2	+	2	3	ENSMUST00000000844:7:7:181515079:181517371	ENSMUST00000000844	79.133268	83.812543	55.329501	92.167462	90.707831	72.041751	120.913894	91.551093	79.133268	82.321758
chr2	181516727	181516763	chr2:+:181516756:TE	9	+	3	3	ENSMUST00000000844:7:7:181515079:181517371	ENSMUST00000000844	100.932591	80.749538	99.247936	82.600659	87.312654	74.320948	86.136885	93.937491	100.932591	85.116276
chr19	46330532	46330561	chr19:-:46330541:TE	4	-	1	2	ENSMUST00000051234:9:9:46329811:46330834	ENSMUST00000051234	630.013086	635.583982	542.564199	620.523876	650.389819	731.176202	726.347451	741.244753	630.013086	626.255233
chr19	46329811	46329834	chr19:-:46329812:TE	3	-	2	2	ENSMUST00000051234:9:9:46329811:46330834	ENSMUST00000051234	0.25538	0.259834	0.4703	0.771204	0.450514	0.194678	1.562983	0.175284	0.25538	1.065097
chr6	113366628	113366642	chr6:-:113366641:TE	6	-	1	2	ENSMUST00000032410:9:9:113366024:113367180	ENSMUST00000032410	7.500348	9.217464	5.269876	13.59085	13.61771	16.780846	13.550936	16.968767	7.500348	9.738341
chr6	113366024	113366031	chr6:-:113366031:TE	4	-	2	2	ENSMUST00000032410:9:9:113366024:113367180	ENSMUST00000032410	0.602789	0.722604	0.974192	0.480387	0.88797	0.545465	0.83105	0.568089	0.602789	0.511856
chr11	107034913	107034951	chr11:-:107034938:TE	9	-	1	3	ENSMUST00000106762:29:29:107033082:107035839	ENSMUST00000106762	38.327696	31.339378	29.292953	35.813581	30.539188	28.689242	31.549385	29.988363	38.327696	36.071719
chr11	107033786	107033831	chr11:-:107033810:TE	7	-	2	3	ENSMUST00000106762:29:29:107033082:107035839	ENSMUST00000106762	7.231163	13.243941	13.256573	7.572014	7.913376	15.796439	13.700881	15.182137	7.231163	9.943083
chr11	107033079	107033105	chr11:-:107033081:TE	8	-	3	3	ENSMUST00000106762:29:29:107033082:107035839	ENSMUST00000106762	23.313197	16.033836	18.434069	19.579527	21.106688	14.385944	20.270492	18.482969	23.313197	20.557025
chr3	32751198	32751259	chr3:+:32751230:TE	9	+	1	2	ENSMUST00000127477:6:6:32751028:32751566	ENSMUST00000127477	1136.960655	909.835782	972.548306	970.378939	920.441384	979.718956	1018.922629	974.805528	1136.960655	998.048128
chr3	32751527	32751580	chr3:+:32751559:TE	9	+	2	2	ENSMUST00000127477:6:6:32751028:32751566	ENSMUST00000127477	122.119922	114.747946	107.539067	103.3413	96.773447	98.143249	97.591137	117.995761	122.119922	133.304835
chr12	28867424	28867476	chr12:+:28867448:TE	9	+	1	2	ENSMUST00000221877:9:9:28866920:28869865	ENSMUST00000221877	25.172179	22.31916	31.554171	22.722505	26.0754	24.797525	30.24817	24.810091	25.172179	27.052156
chr12	28869856	28869873	chr12:+:28869873:TE	3	+	2	2	ENSMUST00000221877:9:9:28866920:28869865	ENSMUST00000221877	1.955612	1.775215	1.717434	1.854767	1.643179	2.167166	1.855248	2.031606	1.955612	2.043069
chr4	138207051	138207100	chr4:+:138207086:TE	8	+	1	2	ENSMUST00000133902:11:11:138205972:138208508	ENSMUST00000133902	275.865543	265.280894	231.393756	270.270285	252.387935	252.491405	287.850649	277.32689	275.865543	282.07209
chr4	138207535	138207538	chr4:+:138207538:TE	2	+	2	2	ENSMUST00000133902:11:11:138205972:138208508	ENSMUST00000133902	2.503183	2.014187	4.253693	4.43119	3.684638	2.947714	1.626519	2.236456	2.503183	1.613981
chr7	19395226	19395227	chr7:+:19395227:TE	1	+	1	2	ENSMUST00000108461:16:16:19394351:19395692	ENSMUST00000108461	8.832464	10.148694	6.70807	12.948898	10.207297	15.135269	14.44298	16.966656	8.832464	8.982536
chr7	19395662	19395710	chr7:+:19395692:TE	9	+	2	2	ENSMUST00000108461:16:16:19394351:19395692	ENSMUST00000108461	3.177294	6.776543	2.95617	7.740042	10.063655	16.674325	10.877345	14.307828	3.177294	6.516912
chr7	126546910	126546943	chr7:-:126546917:TE	9	-	1	2	ENSMUST00000032992:21:21:126546454:126547080	ENSMUST00000032992	63.605708	67.528356	62.13415	69.238154	65.672748	72.508242	75.727164	81.393063	63.605708	63.738103
chr7	126546546	126546567	chr7:-:126546547:TE	2	-	2	2	ENSMUST00000032992:21:21:126546454:126547080	ENSMUST00000032992	25.39995	21.782423	21.127795	23.131803	22.993623	21.021513	23.548945	24.782637	25.39995	22.517326
chr19	57488895	57488951	chr19:+:57488926:TE	9	+	1	2	ENSMUST00000026073:8:8:57488008:57491005	ENSMUST00000026073	5.339971	6.190494	4.839468	6.124392	6.999289	7.223276	6.905081	7.78008	5.339971	4.850656
chr19	57490984	57491035	chr19:+:57491003:TE	9	+	2	2	ENSMUST00000026073:8:8:57488008:57491005	ENSMUST00000026073	3.096769	3.461291	2.714721	3.198988	2.629086	2.855884	3.555469	3.188903	3.096769	3.996836
chr7	141190906	141190931	chr7:-:141190927:TE	9	-	1	2	ENSMUST00000026572:6:6:141189104:141191194	ENSMUST00000026572	203.45958	323.462818	235.185547	360.929808	428.734771	498.293979	422.948297	466.612592	203.45958	275.454984
chr7	141189100	141189114	chr7:-:141189101:TE	5	-	2	2	ENSMUST00000026572:6:6:141189104:141191194	ENSMUST00000026572	0.457843	1.139855	0.692852	1.169731	0.642037	0.808096	0.653149	1.252331	0.457843	0.988863
chr12	105701900	105701956	chr12:+:105701926:TE	9	+	1	2	ENSMUST00000051934:3:3:105700637:105703023	ENSMUST00000051934	25.708246	20.837917	24.76002	20.251638	22.408173	17.915854	23.658226	19.207335	25.708246	20.212883
chr12	105703005	105703055	chr12:+:105703055:TE	8	+	2	2	ENSMUST00000051934:3:3:105700637:105703023	ENSMUST00000051934	2.535394	2.395403	3.302596	2.755222	3.752107	2.532646	3.908728	3.267042	2.535394	2.615913
chr13	105130561	105130602	chr13:-:105130576:TE	6	-	1	2	ENSMUST00000226044:8:8:105130000:105131563	ENSMUST00000226044	11.666952	10.742329	11.879267	12.931665	9.308446	10.227923	14.666626	13.173761	11.666952	13.059962
chr13	105130000	105130001	chr13:-:105130001:TE	1	-	2	2	ENSMUST00000226044:8:8:105130000:105131563	ENSMUST00000226044	0.140344	0.117589	0.09448	0.318822	0.504924	0.525262	0.055912	0.525852	0.140344	0.387704
chr1	162672115	162672128	chr1:-:162672126:TE	3	-	1	2	ENSMUST00000182660:35:35:162670726:162673656	ENSMUST00000182660	187.055446	176.241328	172.854039	168.824682	150.066855	170.159287	176.266367	180.802375	187.055446	180.676601
chr1	162670710	162670731	chr1:-:162670723:TE	9	-	2	2	ENSMUST00000182660:35:35:162670726:162673656	ENSMUST00000182660	26.713661	19.656337	26.385073	21.542004	26.789258	17.453035	26.415684	18.01836	26.713661	22.003291
chr11	107034913	107034951	chr11:-:107034938:TE	9	-	1	3	ENSMUST00000106763:30:30:107033082:107035839	ENSMUST00000106763	38.327696	31.339378	29.292953	35.813581	30.539188	28.689242	31.549385	29.988363	38.327696	36.071719
chr11	107033786	107033831	chr11:-:107033810:TE	7	-	2	3	ENSMUST00000106763:30:30:107033082:107035839	ENSMUST00000106763	7.231163	13.243941	13.256573	7.572014	7.913376	15.796439	13.700881	15.182137	7.231163	9.943083
chr11	107033079	107033105	chr11:-:107033081:TE	8	-	3	3	ENSMUST00000106763:30:30:107033082:107035839	ENSMUST00000106763	23.313197	16.033836	18.434069	19.579527	21.106688	14.385944	20.270492	18.482969	23.313197	20.557025
chr7	127603561	127603615	chr7:+:127603596:TE	9	+	1	2	ENSMUST00000205694:20:20:127602466:127604799	ENSMUST00000205694	32.68633	40.915299	29.076699	43.680721	38.422094	43.967764	43.603415	48.785998	32.68633	39.092761
chr7	127604766	127604800	chr7:+:127604788:TE	7	+	2	2	ENSMUST00000205694:20:20:127602466:127604799	ENSMUST00000205694	0.388822	0.559496	0.369521	0.680727	0.559334	0.828298	0.429503	0.606103	0.388822	0.424732
chrX	101683230	101683256	chrX:+:101683252:TE	6	+	1	2	ENSMUST00000044475:22:22:101682155:101684351	ENSMUST00000044475	180.884915	189.91959	176.763406	173.553152	147.498708	176.993207	177.501504	171.590456	180.884915	195.320051
chrX	101684317	101684358	chrX:+:101684349:TE	9	+	2	2	ENSMUST00000044475:22:22:101682155:101684351	ENSMUST00000044475	90.008772	83.516674	72.982537	75.164359	71.572958	72.662515	82.515339	81.162871	90.008772	80.988753
chr3	55536520	55536585	chr3:+:55536551:TE	7	+	1	2	ENSMUST00000196745:17:17:55533569:55539068	ENSMUST00000196745	333.233998	295.169375	344.219496	305.252345	312.480404	295.897175	373.052286	335.837987	333.233998	327.991055
chr3	55539018	55539072	chr3:+:55539055:TE	6	+	2	2	ENSMUST00000196745:17:17:55533569:55539068	ENSMUST00000196745	123.332402	112.257713	121.748837	122.662323	109.577184	105.836689	131.61588	123.927966	123.332402	130.351315
chr6	21974511	21974555	chr6:+:21974537:TE	8	+	1	2	ENSMUST00000031680:12:12:21973582:21976038	ENSMUST00000031680	25.738156	24.210068	20.367757	24.105502	25.735882	21.710231	27.678778	20.345626	25.738156	24.057251
chr6	21976027	21976048	chr6:+:21976048:TE	9	+	2	2	ENSMUST00000031680:12:12:21973582:21976038	ENSMUST00000031680	5.478015	3.315253	4.100426	4.913731	5.016593	3.471139	5.09812	4.282845	5.478015	4.354047
chr13	58163916	58163954	chr13:+:58163948:TE	9	+	1	2	ENSMUST00000109868:4:4:58163432:58164693	ENSMUST00000109868	67.66878	69.222018	67.94991	61.944031	62.368979	66.238153	69.111807	73.640438	67.66878	63.674938
chr13	58164686	58164698	chr13:+:58164693:TE	6	+	2	2	ENSMUST00000109868:4:4:58163432:58164693	ENSMUST00000109868	4.955751	2.776619	5.389551	4.110214	5.03618	2.753036	5.662319	2.620814	4.955751	3.430527
chr7	19395226	19395227	chr7:+:19395227:TE	1	+	1	2	ENSMUST00000108460:22:22:19394351:19395694	ENSMUST00000108460	8.832464	10.148694	6.70807	12.948898	10.207297	15.135269	14.44298	16.966656	8.832464	8.982536
chr7	19395662	19395710	chr7:+:19395692:TE	9	+	2	2	ENSMUST00000108460:22:22:19394351:19395694	ENSMUST00000108460	3.177294	6.776543	2.95617	7.740042	10.063655	16.674325	10.877345	14.307828	3.177294	6.516912
chr2	101562090	101562124	chr2:-:101562095:TE	4	-	1	2	ENSMUST00000111231:7:7:101560780:101562354	ENSMUST00000111231	34.112777	33.086144	31.476488	28.732724	28.138624	32.445051	32.781981	29.323128	34.112777	32.303585
chr2	101560775	101560799	chr2:-:101560780:TE	4	-	2	2	ENSMUST00000111231:7:7:101560780:101562354	ENSMUST00000111231	1.403439	0.991921	1.650248	1.255899	1.667119	1.142354	1.687513	1.275561	1.403439	0.797189
chr13	43401966	43402009	chr13:+:43401988:TE	9	+	1	2	ENSMUST00000071926:8:8:43401761:43402861	ENSMUST00000071926	152.894354	133.327015	149.811453	147.306375	141.99025	151.765922	145.154109	137.481861	152.894354	161.193386
chr13	43402840	43402872	chr13:+:43402860:TE	9	+	2	2	ENSMUST00000071926:8:8:43401761:43402861	ENSMUST00000071926	20.690376	18.973562	20.800264	18.254694	16.703839	20.031596	18.837123	19.587469	20.690376	18.847207
chr15	10995572	10995618	chr15:+:10995604:TE	9	+	1	2	ENSMUST00000070877:5:5:10994839:10996626	ENSMUST00000070877	9.248895	8.637105	7.424017	8.823605	10.009245	11.432721	10.432594	10.833824	9.248895	9.701313
chr15	10996622	10996638	chr15:+:10996625:TE	4	+	2	2	ENSMUST00000070877:5:5:10994839:10996626	ENSMUST00000070877	0.308296	0.106209	0.012597	0.142177	0.034822	0.06979	0.081326	0.160501	0.308296	0.093659
chr12	110570890	110570933	chr12:+:110570911:TE	9	+	1	2	ENSMUST00000221715:12:12:110570695:110571688	ENSMUST00000221715	109.882392	103.846303	122.3913	106.921581	116.489418	105.072671	138.088917	109.713059	109.882392	105.069964
chr12	110571675	110571707	chr12:+:110571707:TE	9	+	2	2	ENSMUST00000221715:12:12:110570695:110571688	ENSMUST00000221715	43.432994	20.234799	40.712418	20.43259	42.091498	21.543102	46.9759	23.817518	43.432994	22.850577
chr17	28589442	28589452	chr17:-:28589445:TE	6	-	1	2	ENSMUST00000130643:16:16:28587647:28590241	ENSMUST00000130643	46.094927	53.594054	42.177906	51.6965	43.595388	54.322411	53.964849	60.758113	46.094927	56.474098
chr17	28587636	28587678	chr17:-:28587650:TE	9	-	2	2	ENSMUST00000130643:16:16:28587647:28590241	ENSMUST00000130643	25.01803	23.134697	22.072593	25.208453	19.439569	21.836955	23.289718	24.404614	25.01803	23.671726
chr13	21192843	21192871	chr13:+:21192863:TE	9	+	1	2	ENSMUST00000222544:9:9:21192029:21194724	ENSMUST00000222544	73.160598	74.437661	71.426768	66.859917	60.233935	71.308955	69.337994	70.852787	73.160598	73.840188
chr13	21194720	21194723	chr13:+:21194723:TE	8	+	2	2	ENSMUST00000222544:9:9:21192029:21194724	ENSMUST00000222544	1.219382	1.576073	0.959495	1.514403	1.17743	1.324175	1.812044	1.547991	1.219382	1.489829
chr5	27726453	27726504	chr5:+:27726481:TE	3	+	1	2	ENSMUST00000120555:26:26:27725604:27727505	ENSMUST00000120555	261.115626	331.263523	244.089748	321.768599	301.082619	381.672883	367.356929	383.217489	261.115626	309.154739
chr5	27727483	27727507	chr5:+:27727500:TE	7	+	2	2	ENSMUST00000120555:26:26:27725604:27727505	ENSMUST00000120555	157.794888	166.925241	157.405534	159.503457	128.170135	153.799018	165.551673	166.462869	157.794888	169.799108
chr6	117174976	117175032	chr6:+:117175012:TE	8	+	1	2	ENSMUST00000134244:3:3:117173491:117176127	ENSMUST00000134244	11.446082	10.222661	11.49085	8.924852	12.505571	11.65311	7.466739	7.091614	11.446082	12.659189
chr6	117175515	117175519	chr6:+:117175516:TE	1	+	2	2	ENSMUST00000134244:3:3:117173491:117176127	ENSMUST00000134244	2.606716	2.382127	2.502666	1.161114	2.4158	2.400412	3.331822	2.170989	2.606716	1.670612
chr12	71097812	71097813	chr12:+:71097813:TE	1	+	1	2	ENSMUST00000046305:24:24:71097500:71098592	ENSMUST00000046305	5.420497	9.695407	5.341261	7.020539	4.304911	7.781596	6.615358	7.638585	5.420497	4.388896
chr12	71098361	71098362	chr12:+:71098362:TE	1	+	2	2	ENSMUST00000046305:24:24:71097500:71098592	ENSMUST00000046305	7.440529	5.93635	7.633972	5.628926	6.124378	5.327923	6.175689	6.113825	7.440529	7.107181
chr6	25758652	25758655	chr6:-:25758654:TE	2	-	1	2	ENSMUST00000115327:10:10:25757684:25758903	ENSMUST00000115327	5.885242	4.610629	6.995708	4.058513	5.299524	5.092841	4.904971	4.747454	5.885242	4.733038
chr6	25758379	25758380	chr6:-:25758380:TE	1	-	2	2	ENSMUST00000115327:10:10:25757684:25758903	ENSMUST00000115327	0.147246	0.26173	0.323331	0.053855	0.256815	0.0	0.299889	0.38647	0.147246	0.121974
chr1	171219202	171219258	chr1:-:171219239:TE	9	-	1	2	ENSMUST00000111326:9:9:171217801:171219660	ENSMUST00000111326	143.896238	149.396887	131.461366	150.020667	166.685815	161.663261	176.441726	186.595197	143.896238	141.9759
chr1	171217797	171217823	chr1:-:171217803:TE	8	-	2	2	ENSMUST00000111326:9:9:171217801:171219660	ENSMUST00000111326	35.21022	41.945152	38.570875	44.266663	36.707094	44.808918	42.660542	50.006651	35.21022	46.28271
chr8	41340788	41340845	chr8:-:41340795:TE	6	-	1	2	ENSMUST00000034000:14:14:41340196:41341685	ENSMUST00000034000	97.338866	87.956609	90.904315	85.403273	89.071181	85.990588	98.617877	97.578332	97.338866	103.21639
chr8	41340185	41340209	chr8:-:41340186:TE	4	-	2	2	ENSMUST00000034000:14:14:41340196:41341685	ENSMUST00000034000	8.197466	7.961917	6.28186	7.369519	7.34316	6.48497	7.512484	9.241484	8.197466	8.074263
chr16	36035514	36035516	chr16:+:36035515:TE	1	+	1	2	ENSMUST00000004054:14:14:36033720:36037131	ENSMUST00000004054	50.436386	41.694801	51.806452	41.000895	44.452888	39.503034	51.86054	45.31833	50.436386	43.671154
chr16	36037077	36037143	chr16:+:36037113:TE	9	+	2	2	ENSMUST00000004054:14:14:36033720:36037131	ENSMUST00000004054	62.71763	47.433905	52.066797	49.350576	51.241067	47.802546	55.25844	51.934776	62.71763	54.409248
chr6	48845329	48845385	chr6:+:48845364:TE	8	+	1	2	ENSMUST00000101426:7:7:48845103:48845869	ENSMUST00000101426	57.57552	80.937301	63.851584	87.497156	114.358726	93.671172	83.902963	97.802189	57.57552	71.500896
chr6	48845849	48845877	chr6:+:48845868:TE	6	+	2	2	ENSMUST00000101426:7:7:48845103:48845869	ENSMUST00000101426	6.922867	8.250199	7.55209	5.704323	7.393217	7.326124	8.717125	9.769448	6.922867	7.767149
chr1	36320506	36320532	chr1:+:36320527:TE	8	+	1	2	ENSMUST00000137906:5:5:36318991:36324029	ENSMUST00000137906	12.81271	25.160263	12.372662	22.464001	26.96337	36.14209	22.092702	31.922824	12.81271	18.285254
chr1	36322951	36322990	chr1:+:36322975:TE	9	+	2	2	ENSMUST00000137906:5:5:36318991:36324029	ENSMUST00000137906	4.987961	3.814058	4.54763	3.920645	5.974207	5.091004	6.015579	3.782335	4.987961	3.29984
chr7	4895677	4895724	chr7:+:4895714:TE	9	+	1	2	ENSMUST00000125249:6:6:4895316:4896973	ENSMUST00000125249	8.556378	9.594887	7.400922	8.0007	14.168338	13.680696	14.54972	14.622495	8.556378	9.130647
chr7	4896950	4896974	chr7:+:4896973:TE	7	+	2	2	ENSMUST00000125249:6:6:4895316:4896973	ENSMUST00000125249	2.818382	3.20525	2.569852	3.244226	3.251536	2.6006	3.316574	3.37897	2.818382	2.59631
chr7	66714730	66714751	chr7:+:66714744:TE	8	+	1	2	ENSMUST00000132181:3:3:66713800:66717254	ENSMUST00000132181	6.766418	7.559838	6.407834	8.194578	7.845907	7.70446	8.447733	9.429439	6.766418	7.510132
